Term	Type	POS (most common)	WN2.0 Name	WordNet SenseKey	WN2.0 Synset	WordNet gloss	WordNet example usage
inference	abs	n	inference_n1	inference%1:09:00::	105441142	the reasoning involved in drawing a conclusion or making a logical judgment on the basis of circumstantial evidence and prior conclusions rather than on the basis of direct observation	
inferring	der						
influence	act	n	influence_n1	influence%1:07:00::	104899484	a power to affect persons or events especially power based on prestige etc; 	used her parents' influence to get the job
influenced	state						
information	abs	n	information_n1	information%1:10:00::	106225142	a message received and understood	
informed	state	adj	informed_a1	informed%3:00:00::	301258580	having much knowledge or education; 	an informed public; informed opinion; the informed customer
ingenuity	abs	n	cleverness_n1	ingenuity%1:09:01::	105311282	the power of creative imagination	
ingestion	nom	n	uptake_n1	ingestion%1:04:00::	100787454	the process of taking food into the body through the mouth (as by eating)	
inhale	act	v	inhale_v1	inhale%2:34:00::	201162463	draw deep into the lungs in by breathing; 	Clinton smoked marijuana but never inhaled
inherit	act	v	inherit_v1	inherit%2:40:00::	202248378	obtain from someone after their death; 	I inherited a castle from my French grandparents
inheritance	nom	n	inheritance_n1	inheritance%1:04:00::	100077160	hereditary succession to a title or an office or property	
inherited	state	adj	genetic_s1	inherited%5:00:00:inheritable:00	301266042	tending to occur among members of a family usually by heredity; 	an inherited disease; familial traits; genetically transmitted features
initial	?	adj	initial_s1	initial%5:00:00:first:00	300967795	occurring at the beginning; 	took the initial step toward reconciliation
initiate	act	v	start_v5	initiate%2:36:01::	201582273	bring into being; 	He initiated a new program; Start a foundation
injure	act	v	injure_v1	injure%2:29:00::	200067690	cause injuries or bodily harm to	
inquiry	abs	n	research_n2	inquiry%1:09:01::	105462626	a search for knowledge; 	their pottery deserves more research than it has received
insect	insect	n	insect_n1	insect%1:05:00::	102075325	small air-breathing arthropod	
insert	act	v	insert_v1	insert%2:35:00::	201380907	put or introduce into something; 	insert a picture into the text
inside	prep	r	inside_r1	inside%4:02:00::	400112401	within a building; 	in winter we play inside
insight	abs	n	insight_n1	insight%1:09:02::	105379644	clear or deep perception of a situation	
instead	adv	r	instead_r1	instead%4:02:00::	400063870	in place of, or as an alternative to; 	Felix became a herpetologist instead; alternatively we could buy a used car
instruction	nom	n	instruction_n1	instruction%1:10:04::	106369463	a message describing how something is to be done; 	he gave directions faster than she could follow them
instructor	human	n	teacher_n1	instructor%1:18:00::	109997151	a person whose occupation is teaching	
instrument	tool	n	instrument_n1	instrument%1:06:00::	103443087	a device that requires skill for proper use	
intended	state	adj	intended_a1	intended%3:00:00::	301291331	intentional or planned; 	your intended trip abroud; an intended insult
interact	act	v	interact_v1	interact%2:41:00::	202305904	act together or towards others or with others; 	He should interact more with his colleagues
interaction	nom	n	interaction_n1	interaction%1:04:00::	100034333	a mutual or reciprocal action; interacting	
interconnect	act	v	interconnect_v1	interconnect%2:42:00::	202544790	be interwoven or interconnected; 	The bones are interconnected via the muscle
interconnected	state	adj	interrelated_s1	interconnected%5:00:00:reticulate:00	301943788	reciprocally connected	
interconnectedness	quality	n	interconnectedness_n1	interconnectedness%1:26:00::	113603772	a state of being connected reciprocally; 	an interconnection between the two buildings
interdisciplinary	quality	adj	interdisciplinary_a1	interdisciplinary%3:01:00::	302901370	drawing from or characterized by participation of two or more fields of study; 	interdisciplinary studies; an interdisciplinary conference
intermediate	quality	adj	intermediate_a1	intermediate%3:00:00::	300971027	lying between two extremes in time or space or degree; 	going from sitting to standing without intermediate pushes with the hands; intermediate stages in a process; intermediate stops on the route; an intermediate level
interpersonal	quality	adj	interpersonal_s1	interpersonal%5:00:00:social:00	302169447	occurring among or involving several people; 	interpersonal situations in which speech occurs
interpret	act	v	interpret_v1	interpret%2:31:00::	200603028	make sense of; assign a meaning to; 	What message do you see in this letter?; How do you interpret his behavior?
interpretation	nom	n	interpretation_n1	interpretation%1:09:01::	105583892	a mental representation of the meaning or significance of something	
interpreting	der	n	rendering_n2	interpreting%1:09:00::	105433093	an explanation of something that is not immediately obvious; 	the edict was subject to many interpretations; he annoyed us with his interpreting of parables; often imitations are extended to provide a more accurate rendition of the child's intended meaning
interrelate	?	v	relate_v4	interrelate%2:42:00::	202644324	be in a relationship with; 	How are these two observations related?
intestine	bpart	n	gut_n1	intestine%1:08:00::	105217567	the part of the alimentary canal between the stomach and the anus	
into	prep						
intro	abs	n	introduction_n3	intro%1:10:00::	106774037	formally making a person known to another or to the public	
invented	state	adj	fictional_s2	invented%5:00:00:unreal:00	301874744	formed or conceived by the imagination; 	a fabricated excuse for his absence; a fancied wrong; a fictional character; used fictitious names; a made-up story
investigate	act	v	investigate_v1	investigate%2:32:00::	200763144	investigate scientifically; 	Let's investigate the syntax of Chinese
investigating	der	n	investigation_n2	investigating%1:04:00::	100598213	the work of inquiring into something thoroughly and systematically	
investigation	nom	n	investigation_n1	investigation%1:09:00::	105465622	an inquiry into unfamiliar or questionable activities; 	there was a congressional probe into the scandal
involve	act	v	involve_v1	involve%2:42:01::	202596340	connect closely and often incriminatingly; 	This new ruling affects your business
involving	der						
iron	mater	n	iron_n1	iron%1:27:00::	113804168	a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood	
island	loc	n	island_n1	island%1:17:00::	108734830	a land mass (smaller than a continent) that is surrounded by water	
issue	abs	n	issue_n1	issue%1:09:01::	105478649	an important question that is in dispute and must be settled; 	the issue could be settled by requiring public education for everyone; politicians never discuss the real issues
item	obj	n	item_n1	item%1:10:00::	106081786	a distinct part that can be specified separately in a group of things that could be enumerated on a list; 	he noticed an item in the New York Times; she had several items on her shopping list; the main point on the agenda was taken up first
iterative	?	adj	repetitious_s1	iterative%5:00:00:unvaried:00	302419606	marked by tedious repetition	
jaw	bpart	n	jaw_n1	jaw%1:08:00::	105228931	the part of the skull of a vertebrate that frames the mouth and holds the teeth	
job	?	n	job_n1	job%1:04:00::	100553013	the principal activity in your life that you do to earn money; 	he's not in my line of business
join	act	v	join_v1	join%2:41:00::	202361668	become part of; become a member of a group or organization; 	He joined the Communist Party as a young man
journal	obj	n	diary_n1	journal%1:10:01::	106004789	a daily written record of (usually personal) experiences and observations	
judgment	abs	n	judgment_n1	judgment%1:09:04::	105500542	an opinion formed by judging something; 	he was reluctant to make his judgment known; she changed her mind
jump	act	v	leap_v1	jump%2:38:00::	201906445	move forward by leaps and bounds; 	The horse bounded across the meadow; The child leapt across the puddle; Can you jump over the fence?
june	?						
just	?	r	just_r1	just%4:02:00::	400004331	and nothing more; 	I was merely asking; it is simply a matter of time; just a scratch; he was only a child; hopes that last but a moment
justifiable	quality	adj	justifiable_s1	justifiable%5:00:00:excusable:00	301668535	capable of being justified	
keep	act	v	hold_v2	keep%2:42:00::	202600965	keep in a certain state, position, or activity; e.g.,	keep clean; hold in place; She always held herself as a lady; The students keep me on my toes
keeping	der	n	keeping_n1	keeping%1:04:01::	101138127	conformity or harmony; 	his behavior was not in keeping with the occasion
keeps	der						
kettle	obj	n	kettle_n1	kettle%1:06:00::	103479303	a metal pot for stewing or boiling; usually has a lid	
key	obj	n	key_n1	key%1:06:00::	103479675	metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated	
kidney	bpart	n	kidney_n1	kidney%1:08:00::	105025737	either of two bean-shaped excretory organs that filter wastes (especially urea) from the blood and excrete them and water in urine; urine passes out of the kidney through ureters to the bladder	
kilogram	uofm	n	kilogram_n1	kilogram%1:23:00::	112951327	one thousand grams; the basic unit of mass adopted under the Systeme International d'Unites; 	a kilogram is approximately 2.2 pounds
kind	abs	n	kind_n1	kind%1:09:00::	105501538	a category of things distinguished by some common characteristic or quality; 	sculpture is a form of art; what kinds of desserts are there?
kinetic	quality	adj	kinetic_a1	kinetic%3:01:00::	302757042	relating to the motion of material bodies and the forces associated therewith; 	kinetic energy
kitten	animal	n	kitten_n1	kitten%1:05:00::	102038912	young domestic cat	
kiwi	food	n	kiwi_n1	kiwi%1:20:00::	111623214	climbing vine native to China; cultivated in New Zealand for its fuzzy edible fruit with green meat	
kiwi	plant	n	kiwi_n1	kiwi%1:20:00::	111623214	climbing vine native to China; cultivated in New Zealand for its fuzzy edible fruit with green meat	
knob	obj	n	knob_n1	knob%1:06:01::	103491305	a circular rounded projection or protuberance	
know	?	v	know_v1	know%2:31:01::	200575656	be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about; 	I know that the President lied to the people; I want to know who is winning the game!; I know it's time
knowledge	abs	n	knowledge_n1	knowledge%1:03:00::	100020729	the psychological result of perception and learning and reasoning	
label	act	v	label_v1	label%2:32:00::	200996581	assign a label to; designate with a label; 	These students were labelled `learning disabled'
laboratory	loc	n	laboratory_n1	laboratory%1:06:00::	103495095	a workplace for the conduct of scientific research	
lack	?	n	lack_n1	lack%1:26:00::	113630173	the state of needing something that is absent or unavailable; 	there is a serious lack of insight into the problem; water is the critical deficiency in desert regions; for want of a nail the shoe was lost
ladder	tool	n	ladder_n1	ladder%1:06:00::	103497186	steps consisting of two parallel members connected by rungs; for climbing up or down	
ladybug	insect	n	ladybug_n1	ladybug%1:05:00::	102080596	small round bright-colored and spotted beetle that usually feeds on aphids and other insect pests	
lake	obj	n	lake_n1	lake%1:17:00::	108746083	a body of (usually fresh) water surrounded by land	
land	obj	n	land_n1	land%1:21:01::	112495446	the land on which real estate is located; 	he built the house on land leased from the city
landfill	obj	n	landfill_n1	landfill%1:17:00::	108751946	a low area that has been filled in	
landform	obj						
landscape	obj	n	landscape_n1	landscape%1:15:00::	108118519	an expanse of scenery that can be seen in a single view	
large	size	adj	big_a1	large%3:00:00::	301335840	above average in size or number or quantity or magnitude or extent; 	a large city; set out for the big city; a large sum; a big (or large) barn; a large family; big businesses; a big expenditure; a large number of newspapers; a big group of scientists; large areas of the world
larger	comp	adj	larger_s1	larger%5:00:00:large:00	301337276	large or big relative to something else	
larva	obj	n	larva_n1	larva%1:05:00::	102225577	the immature free-living form of most invertebrates and amphibians and fish which at hatching from the egg is fundamentally unlike its parent and must metamorphose	
last	comp	adj	last_a2	last%3:00:00::	300969111	coming after all others in time or space or degree or being the only one remaining; 	the last time I saw Paris; the last day of the month; had the last word; waited until the last minute; he raised his voice in a last supreme call; the last game of the season; down to his last nickel
latch	obj	v	latch_v1	latch%2:35:00::	201248534	fasten with a latch; 	latch the door
late	time	adj	late_a1	late%3:00:00::	300781978	being or occurring at an advanced period of time or after a usual or expected time; 	late evening; late 18th century; a late movie; took a late flight; had a late breakfast
later	comp	r	later_r1	later%4:02:01::	400062236	happening at a time subsequent to a reference time; 	he apologized subsequently; he's going to the store but he'll be back here later; it didn't happen until afterward; two hours after that
lava	subst	n	lava_n1	lava%1:27:00::	114082032	rock that in its molten form (as magma) issues from volcanos; lava is what magma is called when it reaches the surface	
lawn	obj	n	lawn_n1	lawn%1:15:00::	108066682	a field of cultivated and mowed grass	
lay	act	v	put_v1	lay%2:35:01::	201452069	put into a certain place or abstract location; 	Put your things here; Set the tray down; Set the dogs on the scent of the missing children; Place emphasis on a certain point
lead	mater	v	take_v3	lead%2:38:01::	201941830	take somebody somewhere; 	We lead him to our chief; can you take me to the main entrance?; He conducted us to the palace
leaf	bpart	n	leaf_n1	leaf%1:20:00::	112399907	the main organ of photosynthesis and transpiration in higher plants	
learn	act	v	learn_v1	learn%2:31:00::	200578275	acquire or gain knowledge or skills; 	She learned dancing from her sister; I learned Sanskrit; Children acquire language at an amazing rate
learned	state	adj	learned_s1	learned%5:00:00:scholarly:00	302014308	having or showing profound knowledge; 	a learned jurist; an erudite professor
learning	der	n	learning_n1	learning%1:09:00::	105419661	the cognitive process of acquiring skill or knowledge; 	the child's acquisition of language
leave	act	v	leave_v1	leave%2:38:01::	201951556	go away from a place; 	At what time does your train leave?; She didn't leave until midnight; The ship leaves at midnight
leftover	role	adj	left(p)_s2	leftover%5:00:00:unexhausted:00	300885462	not used up; 	leftover meatloaf; she had a little money left over so she went to a movie; some odd dollars left; saved the remaining sandwiches for supper; unexpended provisions
leg	bpart	n	leg_n1	leg%1:08:01::	105242579	a human limb; commonly used to refer to a whole limb but technically only the part between the knee and ankle	
length	att	n	length_n1	length%1:07:00::	104843022	the linear extent in space from one end to the other; the longest horizontal dimension of something that is fixed in place; 	the length of the table was 5 feet
lens	obj	n	lens_n1	lens%1:06:00::	103520277	a transparent optical device used to converge or diverge transmitted light and to form images	
lense	obj	n	lens_n1	lense%1:06:00::	103520277	a transparent optical device used to converge or diverge transmitted light and to form images	
less	comp	r	less_r1	less%4:02:00::	400100621	used to form the comparative of some adjectives and adverbs; 	less interesting; less expensive; less quickly
let	act	v	let_v1	let%2:41:00::	202350232	make it possible through a specific action or lack of action for something to happen; 	This permits the water to rush in; This sealed door won't allow the water come into the basement; This will permit the rain to run off
lettuce	food	n	loot_n2	lettuce%1:21:00::	112627085	informal terms for money	
lettuce	plant	n	loot_n2	lettuce%1:21:00::	112627085	informal terms for money	
level	abs	n	level_n1	level%1:07:00::	104815732	a position on a scale of intensity or amount or quality; 	a moderate degree of intelligence; a high level of care is required; it is all a matter of degree
level	act	n	level_n1	level%1:07:00::	104815732	a position on a scale of intensity or amount or quality; 	a moderate degree of intelligence; a high level of care is required; it is all a matter of degree
lever	obj	n	lever_n1	lever%1:06:00::	103522749	a rigid bar pivoted about a fulcrum	
life	abs	n	life_n1	life%1:26:01::	113169414	a characteristic state or mode of living; 	social life; city life; real life
lifestyle	abs	n	life_style_n1	lifestyle%1:07:00::	104681358	a manner of living that reflects the person's values and attitudes	
lifetime	time	n	life_n5	lifetime%1:28:00::	114283309	the period during which something is functional (as between birth and death); 	the battery had a short life; he lived a long and happy life
lift	act	v	lift_v1	lift%2:38:00::	201916187	raise from a lower to a higher position; 	Raise your hands; Lift a load
light	obj	n	light_n1	light%1:19:00::	110733600	(physics) electromagnetic radiation that can produce a visual sensation; 	the light was filtered through a soft glass window
lighted	state	adj	lighted_a1	lighted%3:00:00::	300448218	set afire or burning; 	the lighted candles; a lighted cigarette; a lit firecracker
lighten	act	v	lighten_v1	lighten%2:37:01::	201761366	make more cheerful	
lighting	obj	n	lighting_n1	lighting%1:26:00::	113187650	having abundant light or illumination; 	they played as long as it was light; as long as the lighting was good
lightning	obj	n	lightning_n1	lightning%1:19:00::	110734907	abrupt electric discharge from cloud to cloud or from cloud to earth accompanied by the emission of light	
like	state	v	like_v1	like%2:37:01::	201771600	prefer or wish to do something; 	Do you care to try this dish?; Would you like to come along to the movies?
likely	?	adj	likely_a1	likely%3:00:00::	301362783	has a good chance of being the case or of coming about; 	these services are likely to be available to us all before long; she is likely to forget; a likely place for a restaurant; the broken limb is likely to fall; rain is likely; a likely topic for investigation; likely candidates for the job
limb	bpart	n	limb_n1	limb%1:08:00::	105242036	one of the jointed appendages of an animal used for locomotion or grasping: arm; leg; wing; flipper	
limit	bpart	n	limit_n1	limit%1:07:00::	104838473	the greatest possible degree of something; 	what he did was beyond the bounds of acceptable behavior; to the limit of his ability
limitation	nom	n	restriction_n1	limitation%1:09:00::	105508313	a principle that limits the extent of something; 	I am willing to accept certain restrictions on my movements
limited	state	adj	limited_a1	limited%3:00:00::	301366057	small in range or scope; 	limited war; a limited success; a limited circle of friends
line	?	n	line_n1	line%1:14:03::	107919286	a formation of people or things one beside another; 	the line of soldiers advanced with their bayonets fixed; they were arrayed in line of battle; the cast stood in line for the curtain call
link	obj	v	associate_v1	link%2:31:00::	200689759	make a logical or causal connection; 	I cannot connect these two pieces of evidence in my mind; colligate these facts; I cannot relate these events at all
lion	animal	n	lion_n1	lion%1:05:00::	102045040	large gregarious predatory feline of Africa and India having a tawny coat with a shaggy mane in the male	
lip	bpart	n	lip_n1	lip%1:08:00::	105000433	fleshy folds of tissue as those surrounding the mouth	
liquid	subst	n	liquid_n1	liquid%1:27:04::	114091166	a substance that is liquid at room temperature and pressure	
list	abs	n	list_n1	list%1:10:00::	106080723	a database containing an ordered array of items (names or topics)	
list	act	n	list_n1	list%1:10:00::	106080723	a database containing an ordered array of items (names or topics)	
listen	act	v	listen_v1	listen%2:39:00::	202107615	hear with intention; 	Listen to the sound of this cello
listening	der	adj	listening_s1	listening%5:00:00:attentive:00	300169802	attending to or alert for sound; 	be wary of listening ears; government-maintained listening posts
listing	der	n	list_n1	listing%1:10:00::	106080723	a database containing an ordered array of items (names or topics)	
liter	uofm	n	liter_n1	liter%1:23:00::	112857897	a metric unit of capacity equal to the volume of 1 kilogram of pure water at 4 degrees centigrade and 760 mm of mercury (or approximately 1.76 pints)	
literacy	abs	n	literacy_n1	literacy%1:09:00::	105316085	the ability to read and write	
literate	quality	adj	literate_a1	literate%3:00:00::	301372411	able to read and write	
litter	?	n	litter_n1	litter%1:14:00::	107889435	the offspring at one birth of a multiparous mammal	
little	quality	adj	small_a1	little%3:00:01::	301343705	limited or below average in number or quantity or magnitude or extent; 	a little dining room; a little house; a small car; a little (or small) group; a small voice
live	act	v	live_v1	live%2:42:08::	202571132	make one's home or live in; 	She resides officially in Iceland; I live in a 200-year old house; These people inhabited all the islands that are now deserted; The plains are sparsely populated
liver	bpart	n	liver_n1	liver%1:08:00::	105077966	large and complicated reddish-brown glandular organ located in the upper right portion of the abdominal cavity; secretes bile and functions in metabolism of protein and carbohydrate and fat; synthesizes substances involved in the clotting of the blood; synthesizes vitamin A; detoxifies poisonous substances and breaks down worn-out erythrocytes	
living	quality	n	life_n3	living%1:09:00::	105474684	the experience of living; the course of human events and activities; 	he could no longer cope with the complexities of life
lizard	animal	n	lizard_n1	lizard%1:05:00::	101595649	relatively long-bodied reptile with usually two pairs of legs and a tapering tail	
lobster	fish	n	lobster_n1	lobster%1:13:00::	107320141	flesh of a lobster	
locally	?	r	locally_r1	locally%4:02:00::	400137118	by a particular locality; 	it was locally decided
locate	act	v	locate_v1	locate%2:40:00::	202220173	discover the location of; determine the place of; find by searching or examining; 	Can you locate your cousins in the Midwest?; My search turned up nothing
locating	der	n	position_n10	locating%1:04:00::	100990656	the act of putting something in a certain place or location	
location	loc	n	location_n1	location%1:03:00::	100022625	a point or extent in space	
locomotion	abs	n	motivity_n1	locomotion%1:07:00::	104558786	the power or ability to move	
logical	quality	adj	logical_a1	logical%3:00:00::	301381142	capable of or reflecting the capability for correct and valid reasoning; 	a logical mind
long	size	adj	long_a1	long%3:00:02::	301389556	primarily temporal sense; being or indicating a relatively great or greater than average duration or passage of time or a duration as specified; 	a long life; a long boring speech; a long time; a long friendship; a long game; long ago; an hour long
longer	comp	r	longer_r1	longer%4:02:00::	400396799	for more time; 	can I stay bit longer?
longest	comp	r	longest_r1	longest%4:02:00::	400396891	for the most time; 	she stayed longest
look	act	v	look_v1	look%2:39:00::	202068725	perceive with attention; direct one's gaze towards; 	She looked over the expanse of land; Look at your child!; Look--a deer in the backyard!
lose	act	v	lose_v1	lose%2:40:02::	202221758	fail to keep or to maintain; cease to have, either physically or in an abstract sense; 	She lost her purse when she left it unattended on her seat
loss	der	n	loss_n1	loss%1:04:00::	100062029	the act of losing; 	everyone expected him to win so his loss was a shock
loudly	prop	r	loudly_r1	loudly%4:02:00::	400070676	with relatively high volume; 	the band played loudly; she spoke loudly and angrily; he spoke loud enough for those at the back of the room to hear him; cried aloud for help
lunar	quality	adj	lunar_a1	lunar%3:01:00::	302640031	of or relating to or associated with the moon; 	lunar surface; lunar module
lunch	food	n	lunch_n1	lunch%1:13:00::	107107480	a midday meal	
lung	bpart	n	lung_n1	lung%1:08:00::	105079940	either of two saclike respiratory organs in the chest of vertebrates; serves to remove carbon dioxide and provide oxygen to the blood	
machine	obj	n	machine_n1	machine%1:06:00::	103561924	any mechanical or electrical device that transmits or modifies energy to perform or assist in the performance of human tasks	
made	der	adj	made_s1	made%5:00:00:ready-made:00	300642430	produced by a manufacturing process; 	bought some made goods at the local store; rope and nails
magazine	obj	n	magazine_n1	magazine%1:10:00::	106188114	a periodic paperback publication; 	it takes several years before a magazine starts to break even or make money
magnet	obj	n	magnet_n1	magnet%1:06:00::	103567152	(physics) a device that attracts iron and produces a magnetic field	
magnetic	quality	adj	magnetic_a1	magnetic%3:01:00::	302784489	of or relating to or caused by magnetism; 	magnetic forces
magnetism	abs	n	magnetism_n1	magnetism%1:19:00::	110738614	attraction for iron; associated with electric currents as well as magnets; characterized by fields of force	
magnitude	att	n	magnitude_n1	magnitude%1:07:00::	104812456	the property of relative size or extent; 	they tried to predict the magnitude of the explosion
main	quality	n	main_n1	main%1:17:00::	108761519	any very large body of (salt) water	
maintain	act	v	hold_v2	maintain%2:42:00::	202600965	keep in a certain state, position, or activity; e.g.,	keep clean; hold in place; She always held herself as a lady; The students keep me on my toes
maintenance	der	n	maintenance_n1	maintenance%1:04:00::	100254996	activity involved in maintaining something in good working order; 	he wrote the manual on car care
major	quality	adj	major_a1	major%3:00:06::	301422612	of greater importance or stature or rank; 	a major artist; a major role; major highways
make	act	v	do_v1	make%2:41:00::	202484888	engage in; 	make love, not war; make an effort; do research; do nothing; make revolution
makes	der						
making	der	n	making_n1	making%1:04:00::	100868947	the act that results in something coming to be; 	the devising of plans; the fashioning of pots and pans; the making of measurements; it was already in the making
male	quality	adj	male_a1	male%3:00:00::	301426542	being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation; 	a male infant; a male holly tree
mammal	animal	n	mammal_n1	mammal%1:05:00::	101780968	any warm-blooded vertebrate having the skin more or less covered with hair; young are born alive except for the small subclass of monotremes and nourished with milk	
man-made	quality	adj	synthetic_s1	man-made%5:00:00:artificial:00	301525494	not of natural origin; prepared or made artificially; 	man-made fibers; synthetic leather
managing	der						
manipulate	act	v	manipulate_v1	manipulate%2:41:00::	202461065	influence or control shrewdly or deviously; 	He manipulated public opinion in his favor
manipulating	der						
manipulation	nom	n	use_n7	manipulation%1:04:00::	100149310	exerting shrewd or devious influence especially for one's own advantage; 	his manipulation of his friends was scandalous
manipulative	quality	adj	manipulative_s1	manipulative%5:00:00:artful:00	300154334	skillful in influencing or controlling others to your own advantage; 	the early manipulative techniques of a three-year-old
manufacture	act	v	construct_v2	manufacture%2:36:00::	201606505	put together out of components or parts; 	the company fabricates plastic chairs; They manufacture small toys
manufacturing	der						
many	size	adj	many_a1	many%3:00:00::	301500322	a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number; 	many temptations; the temptations are many; a good many; a great many; many directions; take as many apples as you like; too many clouds to see; never saw so many people
map	obj	n	map_n1	map%1:06:00::	103581458	a diagrammatic representation of the earth's surface (or part of it)	
marble	obj	n	marble_n1	marble%1:27:00::	114098163	a hard crystalline metamorphic rock that takes a high polish; used for sculpture and as building material	
march	time	v	march_v1	march%2:38:01::	201938649	march in a procession; 	They processed into the dining room
marker	obj	n	marker_n1	marker%1:06:00::	103582899	some conspicuous object used to distinguish or mark something; 	the buoys were markers for the channel
marking	der	n	mark_n2	marking%1:10:00::	106824154	a distinguishing symbol; 	the owner's mark was on all the sheep
mass	att	n	mass_n1	mass%1:07:00::	104756986	the property of a body that causes it to have weight in a gravitational field	
masses	obj	n	people_n3	masses%1:14:00::	107683723	the common people generally; 	separate the warriors from the mass; power to the people
mast	obj	n	mast_n1	mast%1:06:00::	103587723	a vertical spar for supporting sails	
mastery	abs	n	mastery_n1	mastery%1:09:00::	105318246	great skillfulness and knowledge of some subject or activity; 	a good command of French
mate	role	v	mate_v1	mate%2:35:00::	201388051	make love; 	Birds mate in the Spring
material	att	n	material_n1	material%1:27:00::	113746072	the tangible substance that goes into the makeup of a physical object; 	coal is a hard black material; wheat is the stuff they use to make bread
math	abs	n	mathematics_n1	math%1:09:00::	105648376	a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement	
mathematical	quality	adj	mathematical_a1	mathematical%3:01:00::	302795074	of or pertaining to or of the nature of mathematics; 	a mathematical textbook; slide rules and other mathematical instruments; a mathematical solution to a problem; mathematical proof
mathematically	adv	r	mathematically_r1	mathematically%4:02:00::	400065567	with respect to mathematics; 	mathematically impossible
mathematics	abs	n	mathematics_n1	mathematics%1:09:00::	105648376	a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement	
matrix	abs	n	matrix_n1	matrix%1:14:00::	107768014	a rectangular array of elements (or entries) set out by rows and columns	
matter	subst	n	substance_n1	matter%1:03:00::	100017572	that which has mass and occupies space; 	an atom is the smallest indivisible unit of matter
mature	quality	v	grow_v5	mature%2:30:00::	200241829	develop and reach maturity; undergo maturation; 	He matured fast; The child grew fast
may	?	n	may_n2	may%1:20:00::	111878890	thorny Eurasian shrub of small tree having dense clusters of white to scarlet flowers followed by deep red berries; established as an escape in eastern North America	
mealworm	insect	n	mealworm_n1	mealworm%1:05:00::	102096601	the larva of beetles of the family Tenebrionidae	
mean	act	v	mean_v1	mean%2:32:01::	200923390	mean or intend to express or convey; 	You never understand what I mean!; what do his words intend?
measure	act	v	measure_v1	measure%2:31:00::	200626409	determine the measurements of something or somebody, take measurements of; 	Measure the length of the wall
measured	state	adj	measured_a1	measured%3:00:00::	301449216	determined by measurement; 	the measured distance was less than a mile
measurement	nom	n	measurement_n1	measurement%1:04:00::	100939106	the act or process of measuring; 	the measurements were carefully done; his mental measurings proved remarkably accurate
measuring	der	n	measurement_n1	measuring%1:04:00::	100939106	the act or process of measuring; 	the measurements were carefully done; his mental measurings proved remarkably accurate
meat	food	n	meat_n1	meat%1:13:01::	107179591	the flesh of animals (including fishes and birds and snails) used as food	
mechanical	quality	adj	mechanical_a1	mechanical%3:00:00::	301449749	using (or as if using) mechanisms or tools or devices; 	a mechanical process; his smile was very mechanical; a mechanical toy
mechanism	obj	n	mechanism_n1	mechanism%1:22:00::	112748900	the atomic process that occurs during a chemical reaction; 	he determined unique mechanisms for the photochemical reactions
media	abs						
media	mater						
meet	act	v	meet_v1	meet%2:38:01::	201965169	come together; 	I'll probably see you at the meeting; How nice to see you again!
melt	act	v	melt_v1	melt%2:30:01::	200431897	reduce or cause to be reduced from a solid to a liquid state, usually by heating; 	melt butter; melt down gold; The wax melted in the sun
melting	der	adj	melting_s1	melting%5:00:00:unfrozen:00	301035275	becoming liquid	
melts	der						
member	human	n	member_n1	member%1:18:00::	109641340	one of the persons who compose a social group (especially individuals who have joined and participates in a group organization); 	only members will be admitted; a member of the faculty; she was introduced to all the members of his family
memorization	nom	n	memorization_n1	memorization%1:09:00::	105422218	learning so as to be able to remember verbatim; 	the actor's memorization of his lines
mendel	human						
message	abs	n	message_n1	message%1:10:01::	105872216	a communication (usually brief) that is written or spoken or signaled; 	he sent a three-word message
metal	mater	n	metal_n1	metal%1:27:00::	113788338	any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.	
metamorphosis	proc	n	metabolism_n1	metamorphosis%1:22:00::	112751251	the marked and rapid transformation of a larva into an adult that occurs in some animals	
meteorologist	human	n	meteorologist_n1	meteorologist%1:18:00::	109646047	a specialist who studies processes in the earth's atmosphere that cause weather conditions	
meteorology	?	n	meteorology_n1	meteorology%1:10:00::	106335038	predicting what the weather will be	
meter	uofm	n	m_n1	meter%1:23:00::	112887506	the basic unit of length adopted under the Systeme International d'Unites (approximately 1.094 yards)	
method	?	n	method_n1	method%1:09:00::	105333823	a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)	
metric	quality	adj	metric_a1	metric%3:01:00::	302844875	based on the meter as a standard of measurement; 	the metric system; metrical equivalents
microscope	obj	n	microscope_n1	microscope%1:06:00::	103619680	magnifier of the image of small objects; 	the invention of the microscope led to the discovery of the cell
might	?	n	power_n7	might%1:07:00::	104762701	physical strength	
migrate	act	v	migrate_v1	migrate%2:38:00::	201802973	move from one country or region to another and settle there; 	Many Germans migrated to South America in the mid-19th century; This tribe transmigrated many times over the centuries
migrates	der						
migrating	der						
migration	nom	n	migration_n1	migration%1:04:00::	101059296	the movement of persons from one country or locality to another	
